(1333.9866601333986, 629.4937050629493)
(907.0121228111875, 733.2173847045758)
(571.3742857821428, 636.7700373707866)
(518.161485051816, 629.9937000629993)
(1494.5273552239123, 631.8641392101098)
(1443.338674851927, 633.6196607182476)
(1424.9987045466323, 635.9994218187074)
(606.9939300606993, 627.6603900627659)
(624.9078987843069, 663.1553378541507)
(628.2057509151579, 673.6977710814879)
(650.4990707156132, 666.4990478585031)
(541.9981933393556, 629.553457044032)
(494.49876375309066, 627.8734303164242)
(0.0, 0.0)
(0.0, 0.0)
(585.6649933381142, 624.7601197329911)
(542.8655809355048, 624.498751002498)
(542.9986425033937, 624.4984387539032)
(0.0, 0.0)
(858.3923786805235, 628.3927968615815)
(857.9957100214499, 628.9968550157249)
(561.298463472324, 624.1604890847201)
(561.6267902429919, 624.2149519039781)
(532.1889556506028, 623.5220280323008)
(1492.3258717039746, 623.2468837655812)
(1486.996282509294, 619.8317837538739)
(1431.1657125561917, 623.8440285484254)
(1346.8973062053876, 627.2654121358423)
(1335.4099896167183, 618.1635758487873)
(1000.7711059704045, 637.2179741023948)
(705.3322482067975, 626.2810877726855)
(1444.8761608312227, 617.7867555392323)
(1273.3122274758107, 625.0188725268166)
(1468.9926550367247, 613.9969300153499)
(779.4922050779492, 613.9938600613993)
(602.7309224096437, 615.2642056098441)
(1376.7550725665346, 615.8473651260028)
(846.8305105649648, 616.331278895737)
(1465.164224726292, 617.4989708350487)
(549.774112617027, 614.2181274347059)
(438.12041553863844, 638.8776262831037)
(646.9244883159519, 611.55419654623)
(1486.1772007530244, 613.511876648395)
(1440.2463993840017, 610.9984725038188)
(1377.8738517717902, 619.8189279286712)
(1359.7278944217555, 610.2642256097641)
(0.0, 0.0)
(625.8605895606198, 614.693932199501)
(733.0879114383403, 624.8213891270367)
(689.3652879360908, 613.9321054691225)
(580.0853828083527, 616.3806001634665)
(527.090429917791, 614.9539864054669)
(1378.9862101378985, 606.4939350606494)
(797.026449400362, 614.9434195387453)
(0.0, 0.0)
(1307.9956400145334, 604.8868725993135)
(1273.9978766702056, 610.1656497239171)
(623.9937600623994, 604.4939550604494)
(1467.2869325063123, 607.5769676751542)
(692.9930700692993, 602.660640060266)
(770.6931599558445, 603.9156601405665)
(1424.1776321654424, 609.4260731351598)
(1341.127968821458, 603.9309176096629)
(973.3309000060833, 629.0817606289318)
(1468.3284389052037, 601.4979950066833)
(1320.3069271947895, 598.3213669059952)
(1316.7280664210675, 599.7309344095956)
(1036.7940742609685, 639.4995080773015)
(831.4713419175587, 649.9713861858407)
(506.80332532942117, 608.685558409147)
(0.0, 0.0)
(864.3148796685477, 609.7888318012297)
(642.2864097521027, 600.526426456096)
(639.2748064277046, 598.8400589796588)
(1213.5761596762316, 600.7103101640308)
(610.8991405412048, 622.3708343254713)
(527.3323745471978, 600.4534537209933)
(1283.4978608368988, 597.5823373627711)
(561.1235971910071, 598.2485043787391)
(1387.4930625346872, 596.2470187649061)
(1377.5619832379746, 597.5631832361283)
(0.0, 0.0)
(1413.6619544601517, 592.4980250065832)
(638.4968075159624, 593.9970300148499)
(998.9558359437435, 597.748505628736)
(678.462209116064, 596.9993366674038)
(1324.4977925036792, 592.7490120849799)
(1405.4265636763378, 592.5705820420256)
(425.0779312808652, 600.5483130804159)
(1321.6547166707874, 611.99978896559)
(1288.885777779192, 602.0906354133475)
(868.0970179250769, 595.2542016617235)
(775.6303983592392, 596.6305262162907)
(710.639932348822, 588.0503773583938)
(581.8135218958773, 591.5912779453083)
(694.1658953712274, 591.0178618320053)
(651.9934800651993, 585.4941450585494)
(1394.754081517207, 592.2055339967447)
(639.2641096102282, 583.7309984093397)
(495.38627035765035, 591.3461935897118)
(1374.1894946265513, 587.3329138098235)
(1292.0427217208153, 587.5769943417853)
(668.0340220455021, 584.7237346732865)
(673.9966300168498, 587.9970600146999)
(1329.3317694136044, 584.5091162637848)
(559.7490670848882, 591.1101259275679)
(1379.3057472183891, 583.3216668999953)
(875.7719392981824, 579.4405815072344)
(870.3289816884247, 586.7470662646687)
(685.6151209172612, 595.711309341804)
(632.2274046729074, 584.1397359932604)
(783.7751651938937, 578.8314038953204)
(635.6645477848407, 578.1647394508685)
(629.9968500157499, 574.580460431031)
(551.6284037887323, 586.5912890563947)
(758.697690129184, 581.8407157072548)
(739.9975333415555, 574.8314172286092)
(687.7066140667981, 582.5402103161409)
(1304.3311594480676, 576.7768164830836)
(1426.704766571417, 582.873542816143)
(878.5649095368476, 586.1988276023449)
(982.2058778186388, 583.1235421911446)
(1336.3066072011893, 574.6551735631954)
(1413.80762642952, 575.4830455918105)
(1409.9929500352498, 570.9971450142749)
(1408.9929550352247, 569.9971500142499)
(877.2163741130614, 569.2184274327059)
(777.1640761197463, 569.8314338952204)
(543.6653075033979, 571.6235709410727)
(999.4950025249874, 566.4138345974936)
(1364.306047212389, 565.3220268927954)
(1428.329252392612, 566.2364774195883)
(698.1727747951135, 572.9995416003667)
(692.9965350173248, 566.9971650141749)
(919.0810356307443, 565.2485868785328)
(0.0, 0.0)
(527.998944002112, 569.3655279356108)
(877.2163741130614, 564.218460765817)
(706.1866172667285, 569.6034546623483)
(643.8940590588852, 565.1748436756031)
(521.6562335419958, 567.6553135603955)
(1381.6784243499299, 573.3585333139487)
(1231.460059925455, 574.2643680797835)
(1007.2449637751811, 615.3302566820498)
(720.6473474288732, 568.7215903093442)
(0.0, 0.0)
(665.5448495046822, 564.8782743530838)
(666.4983337541656, 565.9985850035375)
(1347.4439160350655, 619.0324369807437)
(954.4385707426985, 628.2553461371068)
(965.9951700241498, 608.9969550152249)
(966.9951650241749, 607.9969600151999)
(879.4912050879491, 558.9944100558994)
(740.8115739855325, 562.4367969540039)
(0.0, 0.0)
(713.4982162544594, 563.4985912535219)
(643.3204669239948, 556.6555335559956)
(545.1954370249761, 562.7052203467996)
(530.9995172731661, 558.0449472318662)
(1452.115019504695, 568.3802513593711)
(1449.6257455383386, 567.7836457447305)
(1450.950987532974, 564.448279594565)
(1447.9927600361998, 558.997205013975)
(877.9956100219499, 554.4972275138624)
(657.1501136665933, 561.7845837948921)
(414.60188305254854, 563.8813566356839)
(759.1804378537494, 550.6959684315725)
(1477.5216987785257, 554.165875001131)
(1282.0731523314257, 587.2449253201199)
(0.0, 0.0)
(731.196304973056, 560.6055509646505)
(731.498171254572, 556.9986075034813)
(1053.1273950302088, 650.6148841423968)
(791.6994722003519, 549.7774112595035)
(1319.051265606845, 555.8367899984637)
(1249.3654173012494, 548.4327849005484)
(1004.8769608297682, 617.8776644648525)
(774.8395945821292, 617.3684710188837)
(643.5911623900096, 544.7395302084514)
(1017.9983033361611, 541.9990966681722)
(1018.4974537563658, 541.9986450033875)
(635.4984112539719, 547.7486306284235)
(492.9323474686384, 545.0322432688469)
(803.4390881838564, 540.774172616627)
(736.2173141067948, 541.5519452092541)
(1328.8487117090606, 573.2843680065287)
(754.1727299951493, 542.2128995630137)
(753.3016606636472, 541.6959847951791)
(731.7598140195789, 540.3794084397854)
(0.0, 0.0)
(869.1833086092124, 566.424896718462)
(844.3164470043932, 538.3225668819956)
(521.6651761947346, 543.6651133377713)
(807.2945023085134, 537.8876935829032)
(1259.0583168636663, 536.6959938860717)
(808.4390548507453, 532.7742259496048)
(776.504228159624, 539.7380251422477)
(782.9960850195748, 538.9973050134749)
(775.9058502725042, 539.8118735364318)
(885.312683945862, 552.313075710107)
(883.9977900055251, 550.4986237534407)
(736.5703763280338, 532.1897159194534)
(737.4981562546094, 531.9986700033251)
(1370.243148784256, 534.4973275133624)
(1265.4873451265487, 530.9946900530995)
(987.1641987561699, 540.9986475033813)
(626.1740068184062, 535.824886515981)
(1370.7953388436465, 551.0030406912501)
(1384.9965375086563, 529.4986762533094)
(779.9961000194999, 529.5806854299061)
(1261.1528760362492, 547.8457324263596)
(845.438808185723, 530.2186874309726)
(0.0, 0.0)
(639.2533594412449, 534.2852054426615)
(1304.0768129492685, 528.4973575132124)
(764.8863392677579, 533.6648877837074)
(1436.8315372939117, 530.4993368758289)
(814.3292616870248, 530.0806829299186)
(0.0, 0.0)
(808.4979787550532, 526.6236834407914)
(1001.4949925250373, 533.4973325133374)
(774.4974183419389, 526.164912783624)
(1272.9872701272986, 522.4947750522495)
(754.710943397568, 533.7887702691621)
(755.0561779314323, 534.2408612592221)
(1478.883959275691, 531.3315622281259)
(1246.4984418769477, 526.9785079435317)
(885.2061203180325, 529.9986750033125)
(530.7903396908174, 523.2486918782704)
(0.0, 0.0)
(1441.6886609043718, 534.2984820930009)
(534.5519918756096, 526.5520452085874)
(1276.30780717719, 517.3229868735958)
(773.4961325193374, 518.9974050129749)
(0.0, 0.0)
(621.4514931645335, 522.3563966337191)
(0.0, 0.0)
(1012.646413738392, 511.32310687119593)
(0.0, 0.0)
(477.4976125119374, 511.74744126279364)
(522.8602396773783, 520.8880207421877)
(1270.3451766575565, 520.4611381068169)
(781.4960925195373, 510.9974450127749)
(756.7462162689186, 509.4974525127374)
(1280.6410538455898, 507.65651353639595)
(627.0152758584674, 516.5391905975962)
(403.23780721109006, 528.0353371176163)
(1260.3570353481507, 510.0761383444026)
(774.1627958526874, 508.4141245960436)
(819.3169469943934, 505.323226868796)
(497.2646776079562, 505.73131040809164)
(793.0127609100284, 519.1174434833555)
(788.9980275049313, 515.4987112532219)
(913.4891213853474, 530.0385921114603)
(884.6622433554498, 514.9974250128749)
(876.8813213160926, 516.2935102429292)
(1481.909257120381, 510.9974450127749)
(1283.4871651283486, 501.99498005019944)
(1202.912051453846, 605.7828987765195)
(985.2627256157641, 501.73132640802766)
(751.1883299381049, 501.80809007212355)
(818.4633928130953, 500.53133120800845)
(615.1467811553011, 505.73961687492545)
(891.6488336899929, 496.32340686519603)
(819.3306022313259, 493.9983533388222)
(764.3302760122292, 493.93135760790284)
(974.7015377002865, 505.70257992019276)
(633.353374974948, 514.1451906518449)
(619.4395044483964, 500.2529331309868)
(544.4253210089025, 492.07352732571036)
(1272.1974556050889, 487.69902460195084)
(777.832777738492, 494.0472661567146)
(778.9988871444469, 494.4992935724378)
(521.2645816083401, 485.33139200776526)
(842.9840821356828, 520.9692233613121)
(825.9917400825991, 484.4951550484495)
(0.0, 0.0)
(391.60980574509193, 492.49835833880553)
(823.3604249774236, 504.9162459031284)
(0.0, 0.0)
(1283.5156662614825, 479.8878224715057)
(1188.7285784190194, 478.73141840765965)
(826.0189130696489, 530.6728728181258)
(1489.4546096968093, 477.12380719048207)
(0.0, 0.0)
(753.7462312688436, 466.6643333449999)
(759.9924000759992, 463.4953650463495)
(1188.0238132966974, 474.2813216184795)
(824.4314880754408, 557.5674882216136)
(770.8489650436784, 462.11798142925926)
(770.2147801394743, 462.3720050525431)
(1300.2634710826635, 476.5284069919032)
(756.78977469223, 460.74884812787974)
(838.2194281574616, 453.10960074577525)
(497.19900560198886, 452.59909480181045)
(1490.8789496958907, 456.1080703906418)
(1266.128268820258, 446.59821360714557)
(1017.0208661944006, 449.1327344896874)
(839.4947583839476, 460.2092608328033)
(841.9985966690056, 455.9992400012667)
(916.8885671736022, 463.64311217200736)
(1198.6649542881605, 451.6660214294932)
(577.2458426059852, 473.72159086312143)
(1321.4044709530276, 450.628628232678)
(896.6491033508967, 446.2995537004463)
(853.896122211094, 452.7428932160617)
(854.9957250213748, 446.9977650111749)
(0.0, 0.0)
(1328.3006152110027, 435.7870864477216)
(1327.9933600331997, 435.99782001089994)
(1314.5278652613351, 446.9798662981965)
(512.7849817357404, 437.9993742866082)
(759.0950054991354, 477.77156954778496)
(771.4520135942793, 477.4997726191559)
(751.4996584092462, 474.13614811993267)
(748.9981275046813, 468.49882875292815)
(747.6956102504056, 466.30218248088033)
(743.4989378586603, 457.99934571522044)
(0.0, 0.0)
(504.49495505044945, 433.99566004339954)
(0.0, 0.0)
(598.7125751069283, 437.2368459899638)
(911.7440253991858, 434.4112536338193)
(1341.4865851341485, 423.9957600423995)
(492.39469699158246, 431.5058532055408)
(0.0, 0.0)
(1396.1621509594622, 446.1707217906528)
(1328.2543667881537, 419.7942259576011)
(993.8586029558566, 423.4381507668588)
(1333.602499663542, 420.62447421940726)
(1213.2618136194121, 414.73167440663565)
(0.0, 0.0)
(994.3316761138732, 415.1381969918939)
(502.53920393091687, 418.58690293310826)
(897.728044506611, 418.4786435683622)
(1204.0699773313268, 414.4946982860414)
(1200.4969987575032, 413.9989650025875)
(1003.3148026275901, 409.6141087221876)
(1002.6763691069895, 409.81840069602623)
(1309.9967250081877, 404.9989875025313)
(883.6531664206412, 413.96122002983077)
(1339.61522014699, 406.47502911896436)
(1307.9978200036335, 402.16599639000606)
(1247.6616760199624, 399.7317344063957)
(381.5148046835109, 454.66625333370905)
(0.0, 0.0)
(1289.9871001289987, 400.99599004009957)
(596.5900291985989, 412.8748279688217)
(493.6559414650366, 399.8955833985937)
(494.49950550049454, 400.999599000401)
(1210.5899023928096, 393.25838535173625)
(1393.9965150087125, 393.99901500246256)
(1155.4873482390913, 386.62170672661324)
(1155.9942200289, 385.99807000964995)
(0.0, 0.0)
(1227.3087871575901, 383.65899348679693)
(1241.307707682626, 393.30802768250527)
(1234.4987655012346, 392.49960750039253)
(1219.0305850502364, 390.5234375967261)
(1376.233675019206, 387.74464186904873)
(1210.4939475302624, 381.2480937595312)
(882.1802142177924, 381.30233702605386)
(1036.197927604145, 378.6325760681812)
(0.0, 0.0)
(1006.9899301006989, 375.66291003756623)
(881.2631416141002, 466.1314688074581)
(1214.7284744194355, 377.2651576060362)
(1496.646485207609, 431.9624830046485)
(709.540779740692, 380.1036915370522)
(1045.6631811227296, 374.1654194486018)
(1204.3092471483903, 367.65931348039703)
(0.0, 0.0)
(1220.7380279895674, 371.18436033105115)
(0.0, 0.0)
(1028.9214939669325, 375.5122428016777)
(1207.0441703499894, 365.37990843835684)
(1236.8719078202305, 368.8740778148055)
(1186.769865978671, 364.21979409026153)
(1054.8883479205053, 377.9656181372898)
(0.0, 0.0)
(1046.3494768252617, 363.8914847209243)
(1046.4635382403299, 364.0949780273966)
(849.608279083514, 445.6651811160629)
(1157.7381129343532, 370.8376373850609)
(1151.9884801151989, 355.49644503554964)
(0.0, 0.0)
(1187.9182768009314, 358.4862927101121)
(1166.7170512432938, 354.42280429015057)
(1166.4983335738093, 354.49949357215206)
(1013.0273556830462, 374.9442882176577)
(1197.589931281634, 351.6288482321891)
(1144.205605492734, 411.87782399467807)
(1285.271253366007, 398.34189560952865)
(1243.1103577108943, 382.2623945884477)
(1241.1456737501276, 378.54636382957557)
(1238.7518889772757, 377.6341649672054)
(1236.452344171458, 375.6663661335738)
(1172.1976556046889, 349.39930120139763)
(1158.7131821779217, 344.72983041603453)
(1158.9971025072439, 344.49913875215316)
(380.5917468331552, 338.48072930208303)
(1309.9275723064338, 438.72788703989335)
(1042.849534408442, 356.25846757377576)
(0.0, 0.0)
(1021.032312301021, 332.76633390033277)
(0.0, 0.0)
(983.7590940216361, 313.23720027466584)
(1036.3763959425833, 316.37735594130316)
(1077.9946100269499, 310.99844500777493)
(1046.2152474539057, 309.44238149523443)
(950.5210937492559, 306.9038850365189)
(888.6953538872353, 309.5751947117672)
(879.4152009746651, 315.2772523156906)
(901.9989977788914, 346.7218369757367)
(878.991210087899, 302.9969700302997)
(1007.3293040161171, 308.6654320049386)
(1000.7860591768621, 298.93885041421134)
(1082.9016678999965, 297.475340546646)
(1151.681696918452, 322.9383621728116)
(1151.8058051166963, 294.06986589136926)
(1000.1237498453128, 292.74963406295745)
(879.3923404987748, 289.93886677781796)
(930.4382415228341, 286.44253482754556)
(931.4953425232874, 279.99860000699994)
(574.5913157230021, 279.59197127710087)
(1083.2114647203243, 283.5149796878911)
(1006.9949650251748, 276.998615006925)
(946.3286016903248, 277.0819479235937)
(1116.644333779991, 278.3277667779978)
(0.0, 0.0)
(709.1648181739555, 373.10811633601594)
(930.8981382037236, 275.6994486011028)
(1128.7707416448334, 280.35058208710655)
(982.9901700982989, 271.4972850271497)
(981.5700263285339, 274.88055969443855)
(968.9951550242248, 271.9986400068)
(1457.0182150372104, 280.38079216335683)
(796.3253700796324, 270.16396502701633)
(809.4959525202373, 268.99865500672496)
(666.4612821302761, 288.2691198964923)
(0.0, 0.0)
(1437.9964050089877, 268.49932875167815)
(868.2982634034732, 273.999452001096)
(952.4144018501459, 271.2722915596037)
(951.3563913369386, 271.20458320307023)
(828.4416829721678, 265.27689352146604)
(704.6480922236963, 327.67854542233766)
(1241.4219852933602, 263.78739917442573)
(0.0, 0.0)
(1373.4954216819276, 269.66576778077405)
(434.03230860212585, 271.2519002023251)
(1420.123224845969, 260.85384059936587)
(1337.3915077730162, 256.9692297529156)
(0.0, 0.0)
(1314.8489299653409, 255.22165506298876)
(1003.9899601003989, 252.49747502524974)
(1170.910812112606, 252.49873750631247)
(1395.87624992197, 250.78742281074642)
(885.2491147508853, 252.6330807002526)
(911.993920040533, 253.77608593720484)
(1323.346675350717, 245.40558370528953)
(878.6346417032884, 269.15335370793)
(458.3119271100911, 245.1038602868413)
(1344.5876749933204, 242.64065234771434)
(869.2432854533972, 239.11079229672137)
(898.9502843394008, 267.073975157787)
(0.0, 0.0)
(707.9243527606976, 235.48095819046327)
(1355.497289005422, 233.9661987342692)
(0.0, 0.0)
(474.2217705824407, 230.25374896468352)
(499.7487506281235, 224.24943937640157)
(891.9986276944189, 221.28171084864996)
(891.997770005575, 221.4994462513844)
(0.0, 0.0)
(1293.2133619904557, 222.79745990657625)
(1252.5202308945784, 220.9041307501026)
(0.0, 0.0)
(706.9130566076124, 225.5800798172248)
(865.4913450865491, 211.33122002113308)
(692.7305624110836, 211.7324864033877)
(1246.9488182414716, 212.18986993370493)
(876.8060945900759, 231.77168585436576)
(690.9992322230753, 216.88864790150234)
(926.1863422670722, 213.333066667)
(1227.6617560196426, 207.9325016033269)
(699.1617842368734, 218.81970153890006)
(1063.4430265204091, 206.17750287444062)
(1209.5386428200595, 204.58282187627864)
(685.9370712893304, 205.37487164070524)
(513.0729339119987, 199.07363168822587)
(0.0, 0.0)
(605.9939400605994, 194.9980500194998)
(1019.1959232163072, 197.7325424031637)
(995.6274171242583, 196.07363835487772)
(701.9503753798798, 197.38038843698538)
(1090.785895540796, 197.6057013229673)
(928.6806870436131, 196.59042002178472)
(928.4787798005084, 196.37491817711742)
(1065.1093359288845, 194.16634305609492)
(1104.3005355867915, 195.06330628891465)
