(437.9678368560283, 951.5546493130323)
(0.0, 0.0)
(453.25825201869924, 913.7016732555409)
(471.99967448298315, 904.9763873726064)
(469.3021770263448, 907.3013806641563)
(759.6628683523248, 869.4956525217374)
(800.9979975050063, 863.9978400054001)
(800.9959950200249, 863.9956800215998)
(657.5355001363816, 941.9086708988026)
(788.4921150788491, 858.9914100858991)
(1178.0586823390363, 862.2136698473787)
(840.9978975052563, 849.4978762553094)
(778.3984432031136, 854.2982914034172)
(0.0, 0.0)
(1440.895533146764, 957.7914671267777)
(0.0, 0.0)
(1120.0621864179209, 837.7299824134035)
(1252.9979116701472, 842.8319286134524)
(1444.328518904937, 835.9972133426222)
(777.997406675311, 829.9972333425555)
(789.8852629227069, 832.6185718370065)
(789.7833845685672, 833.2147060219145)
(1259.2468518828705, 838.9979025052438)
(825.1652913911811, 830.6930599560111)
(788.3175669819937, 825.3168269967935)
(1209.7380524339576, 827.3685317736331)
(1137.6221559446103, 825.8729353176618)
(894.2657724008942, 823.1991768008232)
(1180.6627311242296, 821.4972616757944)
(1228.9938550307247, 819.9959000204999)
(0.0, 0.0)
(0.0, 0.0)
(1217.1626094579685, 815.6639477868407)
(1167.9941600291997, 817.9959100204499)
(858.4152359746067, 819.4430787059799)
(1162.8294572351426, 814.6639511201629)
(1154.415223647637, 814.8531481002316)
(0.0, 0.0)
(1176.756505978934, 812.1053223284948)
(1175.99706000735, 811.4979712550719)
(1166.4961116796278, 809.9973000089999)
(1141.4643837378992, 813.6317060699213)
(0.0, 0.0)
(1194.1101160193477, 812.5826561811199)
(1192.9980116699805, 810.9986483355862)
(885.1488148398978, 809.3327751727986)
(885.4987350018072, 809.4988435730806)
(898.2162341139947, 807.8835029988688)
(1325.4356082070562, 804.5501918876096)
(0.0, 0.0)
(1245.9283496199348, 801.063462412817)
(896.6641047692243, 801.9500896664103)
(1331.9866801331987, 796.4920350796491)
(781.6804796981335, 796.0427860497513)
(781.6265314197669, 795.7833775097519)
(1119.4944025279874, 793.4960325198374)
(1057.141346940933, 796.6417190832585)
(1165.99417002915, 793.9960300198499)
(861.3070297638233, 802.0634855921905)
(776.2635616124202, 798.9301376127828)
(712.9964350178249, 794.0793629365186)
(1163.6620120186185, 790.6635040126505)
(855.3491446508554, 800.0491999508001)
(0.0, 0.0)
(540.9945900540994, 789.6587700789657)
(1251.7283264200275, 789.3968424126303)
(0.0, 0.0)
(1128.310767117991, 789.3175469823937)
(888.6637044543185, 790.3306988976703)
(715.7218814022787, 798.6583498452302)
(729.9981750045625, 796.4980087549782)
(0.0, 0.0)
(0.0, 0.0)
(829.063350413265, 783.8635312125417)
(820.4958975205124, 783.9127471029311)
(0.0, 0.0)
(518.5520985415652, 783.1058904051749)
(1203.8868824107515, 784.443137039216)
(838.7458062709686, 782.4127546028936)
(778.4635528124553, 782.4635368125194)
(1471.212414139461, 783.4392215163009)
(1276.4852156637708, 792.5116012642031)
(900.5297312144083, 782.1968712125151)
(0.0, 0.0)
(558.9944100558994, 780.9921900780992)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(791.9986800022, 779.4987008354987)
(816.6167144284349, 774.7596911627871)
(1246.8805763517132, 777.4392615160342)
(0.0, 0.0)
(0.0, 0.0)
(777.997406675311, 772.4974250085833)
(0.0, 0.0)
(845.9915400845991, 773.4922650773492)
(836.772199296449, 771.9948533676442)
(719.3159473507193, 773.2825600507733)
(719.3717026999576, 773.2147766100667)
(759.7490503136871, 777.7490278137153)
(694.7425209089422, 769.9475334140511)
(1075.311155861055, 768.6032059126593)
(0.0, 0.0)
(1197.8848959392358, 766.9974433418555)
(719.3304560115092, 765.8636032122538)
(1176.2936823103357, 764.7020043659163)
(730.5304112116885, 766.3302680122613)
(692.9965350173248, 762.4961875190623)
(1139.2436407463188, 778.321150599589)
(765.5727208751566, 760.8127246831535)
(765.7545345495095, 760.7767634087598)
(1073.3226001073322, 759.6590700759658)
(751.4129096021186, 761.3295266856998)
(1183.9013793293923, 758.093072115032)
(1160.5204937509702, 755.1883185095661)
(1134.371214465238, 768.9206640149051)
(738.4963075184623, 750.9962450187749)
(706.2399560296784, 756.7398999186297)
(928.1402053136991, 752.0454703462751)
(1213.3292889023703, 748.5530603786875)
(1209.6424738171902, 747.651713632394)
(1074.2101681027245, 753.210751738027)
(943.497641255897, 746.9981325046688)
(701.5305272112245, 745.2636856119242)
(1259.1453500473701, 745.9983422259062)
(804.6505736551936, 742.3184869635941)
(1194.2023768121737, 746.0362081079169)
(744.9816719491173, 750.4378065566948)
(1064.578010443281, 742.7462862685686)
(1069.6452737611914, 748.651693632794)
(734.0796629350185, 740.6629633518498)
(1175.6773501075745, 744.8040840431604)
(800.2845710220414, 742.7132246953934)
(716.7464162679187, 735.9963200183998)
(1199.3311527312376, 733.2410910768041)
(804.2735635997291, 737.2736424231658)
(0.0, 0.0)
(734.0971755719503, 731.4893355027425)
(1273.6615720203786, 729.2637496116681)
(940.4327589780064, 837.8602503632383)
(787.9960600196998, 821.9958900205498)
(782.9960850195748, 819.9959000204999)
(911.58181403031, 742.6098734279886)
(1052.6489473510526, 735.4992645007355)
(724.4741205501317, 723.8074557882214)
(1084.1705851330169, 749.4950903630142)
(837.6264655374915, 726.0775771636347)
(791.9990100012375, 725.2490934386333)
(936.9657297009369, 730.6992693007307)
(774.4961275193624, 719.0797379346436)
(962.771359302049, 715.773005957738)
(1465.7321607476047, 713.7460956697901)
(1465.6257267148312, 713.7834739802266)
(0.0, 0.0)
(1059.489405105949, 719.9928000719992)
(954.5961816152735, 710.3304920113652)
(873.8552642704674, 764.960856124159)
(807.1820853400935, 714.691554204445)
(933.165333573333, 718.9513538790183)
(1523.4847651523485, 699.9930000699992)
(1273.7416301410817, 699.716872230453)
(969.8824230060687, 698.4397881791898)
(458.7129751057854, 702.0456132030098)
(654.9967250163749, 695.0798579340436)
(644.4993555006445, 692.1326412006921)
(951.4628608152233, 700.2638656112041)
(936.3239700936323, 686.9931300686993)
(1158.315179834116, 693.3417403464524)
(814.9918500814991, 683.9931600683992)
(0.0, 0.0)
(824.3168469963935, 678.3197669379946)
(638.7113664623245, 680.9005328465588)
(636.9990900013, 679.8085526544486)
(589.9941000589994, 676.3265700676326)
(827.6501136643934, 675.6531536035947)
(1337.5466385779648, 673.7732859558713)
(818.7100194977518, 679.1990944012075)
(663.5827803476831, 673.5966608916715)
(663.7546705493281, 673.7768794086053)
(831.7300064133076, 670.7306504107316)
(536.3226068811957, 670.6532536015947)
(1328.9867101328987, 668.3266500668326)
(1309.2343545685108, 670.0933235428851)
(785.2992147007853, 676.7993232006768)
(597.406079838341, 669.2948089744986)
(1362.2799554667351, 668.4348690745604)
(616.4984587538531, 671.1233221916946)
(1385.2465368836579, 666.9983325041688)
(0.0, 0.0)
(661.2178141034615, 664.7733459554713)
(578.3951103394454, 667.769998620835)
(578.4985537536156, 667.998330004175)
(0.0, 0.0)
(1335.9279896213748, 664.130676810626)
(942.8301905660314, 670.6644311185629)
(832.4916750832491, 663.4933650663493)
(677.3197869375946, 662.3200869315947)
(624.5344619995296, 697.9997091667879)
(449.1633525169739, 677.7670398363372)
(451.4995485004515, 681.4993185006815)
(0.0, 0.0)
(1348.6396938727892, 660.6534535975948)
(1322.4724119835846, 662.3314409577877)
(668.9244394271717, 662.7392679868119)
(0.0, 0.0)
(1407.6901420151662, 662.1271864709952)
(1366.5464452459203, 660.5511518812096)
(681.7465912670436, 660.4966975165124)
(0.0, 0.0)
(650.331475243404, 660.4743034067521)
(563.6235909410227, 662.1233446916383)
(1341.6621944593517, 658.4422496369456)
(945.0505550893166, 707.3199687282291)
(674.7483131292172, 656.2900259416018)
(0.0, 0.0)
(1290.996772508069, 660.4983487541282)
(1365.2131208014168, 655.2178541031948)
(623.6635483489249, 656.0800529330686)
(1397.305387225589, 652.3202869275948)
(1379.9862001379986, 650.4934950650493)
(568.4761131325016, 700.3196326095738)
(1372.037933831564, 682.6279425789965)
(1427.1170088804633, 656.7371570421566)
(631.9615586039438, 654.5911379456194)
(1051.7210536432738, 663.3325962971153)
(1467.7679926578267, 648.440121510301)
(1298.9870101298986, 652.4934750652493)
(1406.6385338959888, 645.6537535915949)
(569.6214627269385, 647.4658033789289)
(570.9971450142749, 646.9967650161749)
(1421.1260187804837, 645.9733651691818)
(699.0797203681119, 659.5197361921055)
(668.5986628026744, 649.16536833593)
(626.2180474352392, 644.7734792879158)
(561.9971900140499, 643.9134470994311)
(602.3331256322555, 645.8675933789907)
(600.9996661112966, 645.4996413890881)
(1492.9596452748624, 643.9244949826037)
(1423.4928825355873, 641.9967900160499)
(574.9971250143749, 641.9967900160499)
(0.0, 0.0)
(542.9508296642962, 640.664836195706)
(1417.2931467559702, 639.8504299620075)
(1368.823120537066, 640.5958169166839)
(610.2484743788141, 638.4984037539907)
(608.9969550152249, 637.9968100159499)
(622.7736259536047, 637.5513052135208)
(0.0, 0.0)
(557.8555489841458, 637.6172258555451)
(523.7312384083797, 636.2641216101802)
(1333.5903029134986, 655.0527325517883)
(1272.2110491495964, 646.3074437279063)
(0.0, 0.0)
(1488.7970224059552, 634.7987304025393)
(0.0, 0.0)
(635.5644617234472, 638.7589043932012)
(1412.6384138983888, 630.654053585595)
(843.5112355761695, 652.2400067100743)
(592.9970350148249, 631.9968400157999)
(533.6648877837074, 633.4978883403721)
(0.0, 0.0)
